Seed(Dec),Seed(Hex),Average Error,Absolute Highest Error,Correlation Score
1379,12'h563,0.2188,1,0.1108
1380,12'h564,0.8438,1,0.1106
1381,12'h565,0.3750,1,0.1108
1382,12'h566,0.6250,1,0.1107
1383,12'h567,0.0938,1,0.1107
1384,12'h568,0.9375,1,0.1106
1385,12'h569,0.4062,1,0.1108
1386,12'h56A,0.6562,1,0.1107
1387,12'h56B,0.1562,1,0.1107
1388,12'h56C,0.7812,1,0.1106
1389,12'h56D,0.2812,1,0.1106
1390,12'h56E,0.5312,1,0.1103
1391,12'h56F,0.0312,1,0.1102
1392,12'h570,0.9375,1,0.1105
1393,12'h571,0.4688,1,0.1106
1394,12'h572,0.6875,1,0.1108
1395,12'h573,0.1875,1,0.1107
1396,12'h574,0.8125,1,0.1108
1397,12'h575,0.3125,1,0.1108
1398,12'h576,0.5625,1,0.1109
1399,12'h577,0.0625,1,0.1108
1400,12'h578,0.8750,1,0.1108
1401,12'h579,0.3750,1,0.1108
1402,12'h57A,0.6250,1,0.1109
1403,12'h57B,0.1250,1,0.1107
1404,12'h57C,0.7500,1,0.1109
1405,12'h57D,0.2812,1,0.1108
1406,12'h57E,0.5000,1,0.1108
1407,12'h57F,0.0000,0,0.1105
1408,12'h580,0.9688,1,0.1098
1409,12'h581,0.5000,1,0.1104
1410,12'h582,0.7188,1,0.1104
1411,12'h583,0.2500,1,0.1106
1412,12'h584,0.8750,1,0.1105
1413,12'h585,0.3750,1,0.1106
1414,12'h586,0.6250,1,0.1107
1415,12'h587,0.0938,1,0.1107
1416,12'h588,0.9375,1,0.1106
1417,12'h589,0.4062,1,0.1107
1418,12'h58A,0.6875,1,0.1107
1419,12'h58B,0.1875,1,0.1107
1420,12'h58C,0.8125,1,0.1107
1421,12'h58D,0.3125,1,0.1107
1422,12'h58E,0.5625,1,0.1107
1423,12'h58F,0.0625,1,0.1106
1424,12'h590,0.9688,1,0.1105
1425,12'h591,0.4688,1,0.1106
1426,12'h592,0.7188,1,0.1106
1427,12'h593,0.2188,1,0.1107
1428,12'h594,0.8438,1,0.1106
1429,12'h595,0.3438,1,0.1107
1430,12'h596,0.5938,1,0.1106
1431,12'h597,0.0938,1,0.1106
1432,12'h598,0.9062,1,0.1106
1433,12'h599,0.4062,1,0.1107
1434,12'h59A,0.6250,1,0.1106
1435,12'h59B,0.1562,1,0.1107
1436,12'h59C,0.7812,1,0.1106
1437,12'h59D,0.2812,1,0.1105
1438,12'h59E,0.5000,1,0.1103
1439,12'h59F,0.0312,1,0.1101
1440,12'h5A0,0.9688,1,0.1102
1441,12'h5A1,0.4688,1,0.1105
1442,12'h5A2,0.7188,1,0.1105
1443,12'h5A3,0.2500,1,0.1106
1444,12'h5A4,0.8438,1,0.1106
1445,12'h5A5,0.3750,1,0.1106
1446,12'h5A6,0.6250,1,0.1108
1447,12'h5A7,0.0938,1,0.1107
1448,12'h5A8,0.9375,1,0.1107
1449,12'h5A9,0.4062,1,0.1108
1450,12'h5AA,0.6875,1,0.1107
1451,12'h5AB,0.1875,1,0.1107
1452,12'h5AC,0.7812,1,0.1108
1453,12'h5AD,0.2812,1,0.1107
1454,12'h5AE,0.5312,1,0.1108
1455,12'h5AF,0.0312,1,0.1107
1456,12'h5B0,0.9375,1,0.1107
1457,12'h5B1,0.4688,1,0.1108
1458,12'h5B2,0.6875,1,0.1107
1459,12'h5B3,0.1875,1,0.1107
1460,12'h5B4,0.8125,1,0.1107
1461,12'h5B5,0.3438,1,0.1107
1462,12'h5B6,0.5625,1,0.1108
1463,12'h5B7,0.0625,1,0.1107
1464,12'h5B8,0.8750,1,0.1108
1465,12'h5B9,0.3750,1,0.1108
1466,12'h5BA,0.6250,1,0.1106
1467,12'h5BB,0.1250,1,0.1105
1468,12'h5BC,0.7500,1,0.1107
1469,12'h5BD,0.2812,1,0.1104
1470,12'h5BE,0.5000,1,0.1106
1471,12'h5BF,0.0000,0,0.1099
1472,12'h5C0,0.9688,1,0.1105
1473,12'h5C1,0.4688,1,0.1108
1474,12'h5C2,0.7188,1,0.1107
1475,12'h5C3,0.2500,1,0.1108
1476,12'h5C4,0.8750,1,0.1106
1477,12'h5C5,0.3750,1,0.1107
1478,12'h5C6,0.6250,1,0.1108
1479,12'h5C7,0.0938,1,0.1107
1480,12'h5C8,0.9375,1,0.1106
1481,12'h5C9,0.4062,1,0.1107
1482,12'h5CA,0.6875,1,0.1108
1483,12'h5CB,0.1875,1,0.1107
1484,12'h5CC,0.8125,1,0.1108
1485,12'h5CD,0.2812,1,0.1108
1486,12'h5CE,0.5625,1,0.1110
1487,12'h5CF,0.0625,1,0.1109
1488,12'h5D0,0.9375,1,0.1109
1489,12'h5D1,0.4688,1,0.1110
1490,12'h5D2,0.7188,1,0.1108
1491,12'h5D3,0.2188,1,0.1109
1492,12'h5D4,0.8438,1,0.1107
1493,12'h5D5,0.3438,1,0.1107
1494,12'h5D6,0.5625,1,0.1106
1495,12'h5D7,0.0625,1,0.1106
1496,12'h5D8,0.8750,1,0.1107
1497,12'h5D9,0.3750,1,0.1107
1498,12'h5DA,0.6250,1,0.1107
1499,12'h5DB,0.1562,1,0.1106
1500,12'h5DC,0.7500,1,0.1108
1501,12'h5DD,0.2812,1,0.1107
1502,12'h5DE,0.5000,1,0.1108
1503,12'h5DF,0.0000,0,0.1105
1504,12'h5E0,0.9688,1,0.1104
1505,12'h5E1,0.4688,1,0.1107
1506,12'h5E2,0.7188,1,0.1107
1507,12'h5E3,0.2188,1,0.1107
1508,12'h5E4,0.8438,1,0.1107
1509,12'h5E5,0.3438,1,0.1107
1510,12'h5E6,0.6250,1,0.1107
1511,12'h5E7,0.0938,1,0.1106
1512,12'h5E8,0.9062,1,0.1106
1513,12'h5E9,0.4062,1,0.1106
1514,12'h5EA,0.6562,1,0.1109
1515,12'h5EB,0.1562,1,0.1107
1516,12'h5EC,0.7812,1,0.1109
1517,12'h5ED,0.2812,1,0.1108
1518,12'h5EE,0.5312,1,0.1109
1519,12'h5EF,0.0312,1,0.1107
1520,12'h5F0,0.9375,1,0.1108
1521,12'h5F1,0.4375,1,0.1109
1522,12'h5F2,0.6875,1,0.1108
1523,12'h5F3,0.1875,1,0.1107
1524,12'h5F4,0.8125,1,0.1107
1525,12'h5F5,0.3125,1,0.1108
1526,12'h5F6,0.5625,1,0.1106
1527,12'h5F7,0.0625,1,0.1104
1528,12'h5F8,0.8750,1,0.1107
1529,12'h5F9,0.3750,1,0.1107
1530,12'h5FA,0.6250,1,0.1108
1531,12'h5FB,0.1250,1,0.1106
1532,12'h5FC,0.7500,1,0.1108
1533,12'h5FD,0.2500,1,0.1106
1534,12'h5FE,0.5000,1,0.1108
1535,12'h5FF,0.0000,0,0.1100
1536,12'h600,1.0000,1,0.1098
1537,12'h601,0.5000,1,0.1108
1538,12'h602,0.7500,1,0.1107
1539,12'h603,0.2500,1,0.1108
1540,12'h604,0.8750,1,0.1105
1541,12'h605,0.3750,1,0.1107
1542,12'h606,0.6250,1,0.1107
1543,12'h607,0.1250,1,0.1107
1544,12'h608,0.9375,1,0.1105
1545,12'h609,0.4062,1,0.1106
1546,12'h60A,0.6875,1,0.1107
1547,12'h60B,0.1875,1,0.1107
1548,12'h60C,0.8125,1,0.1108
1549,12'h60D,0.3125,1,0.1108
1550,12'h60E,0.5625,1,0.1109
1551,12'h60F,0.0625,1,0.1108
1552,12'h610,0.9688,1,0.1109
1553,12'h611,0.4688,1,0.1111
1554,12'h612,0.7188,1,0.1108
1555,12'h613,0.2188,1,0.1109
1556,12'h614,0.8438,1,0.1107
1557,12'h615,0.3438,1,0.1108
1558,12'h616,0.5938,1,0.1107
1559,12'h617,0.0938,1,0.1107
1560,12'h618,0.9062,1,0.1107
1561,12'h619,0.4062,1,0.1108
1562,12'h61A,0.6562,1,0.1107
1563,12'h61B,0.1562,1,0.1107
1564,12'h61C,0.7812,1,0.1108
1565,12'h61D,0.2812,1,0.1107
1566,12'h61E,0.5312,1,0.1108
1567,12'h61F,0.0312,1,0.1106
1568,12'h620,0.9688,1,0.1104
1569,12'h621,0.4688,1,0.1107
1570,12'h622,0.7188,1,0.1106
1571,12'h623,0.2500,1,0.1108
1572,12'h624,0.8438,1,0.1107
1573,12'h625,0.3750,1,0.1108
1574,12'h626,0.6250,1,0.1107
1575,12'h627,0.0938,1,0.1107
1576,12'h628,0.9375,1,0.1106
1577,12'h629,0.4062,1,0.1106
1578,12'h62A,0.6875,1,0.1108
1579,12'h62B,0.1875,1,0.1108
1580,12'h62C,0.7812,1,0.1108
1581,12'h62D,0.2812,1,0.1108
1582,12'h62E,0.5312,1,0.1109
1583,12'h62F,0.0312,1,0.1108
1584,12'h630,0.9375,1,0.1107
1585,12'h631,0.4688,1,0.1108
1586,12'h632,0.6875,1,0.1108
1587,12'h633,0.2188,1,0.1108
1588,12'h634,0.8438,1,0.1107
1589,12'h635,0.3438,1,0.1108
1590,12'h636,0.5625,1,0.1105
1591,12'h637,0.0625,1,0.1105
1592,12'h638,0.8750,1,0.1107
1593,12'h639,0.3750,1,0.1106
1594,12'h63A,0.6250,1,0.1107
1595,12'h63B,0.1250,1,0.1106
1596,12'h63C,0.7500,1,0.1107
1597,12'h63D,0.2812,1,0.1106
1598,12'h63E,0.5000,1,0.1107
1599,12'h63F,0.0000,0,0.1103
1600,12'h640,0.9688,1,0.1098
1601,12'h641,0.5000,1,0.1103
1602,12'h642,0.7188,1,0.1104
1603,12'h643,0.2500,1,0.1106
1604,12'h644,0.8750,1,0.1105
1605,12'h645,0.3750,1,0.1106
1606,12'h646,0.6250,1,0.1106
1607,12'h647,0.0938,1,0.1107
1608,12'h648,0.9375,1,0.1105
1609,12'h649,0.4062,1,0.1106
1610,12'h64A,0.6875,1,0.1106
1611,12'h64B,0.1875,1,0.1107
1612,12'h64C,0.8125,1,0.1107
1613,12'h64D,0.3125,1,0.1107
1614,12'h64E,0.5625,1,0.1106
1615,12'h64F,0.0625,1,0.1105
1616,12'h650,0.9688,1,0.1105
1617,12'h651,0.4688,1,0.1107
1618,12'h652,0.7188,1,0.1107
1619,12'h653,0.2188,1,0.1108
1620,12'h654,0.8438,1,0.1107
1621,12'h655,0.3438,1,0.1108
1622,12'h656,0.5938,1,0.1107
1623,12'h657,0.0625,1,0.1107
1624,12'h658,0.8750,1,0.1107
1625,12'h659,0.3750,1,0.1107
1626,12'h65A,0.6250,1,0.1107
1627,12'h65B,0.1562,1,0.1107
1628,12'h65C,0.7500,1,0.1106
1629,12'h65D,0.2812,1,0.1105
1630,12'h65E,0.5000,1,0.1104
1631,12'h65F,0.0000,0,0.1100
1632,12'h660,0.9688,1,0.1103
1633,12'h661,0.4688,1,0.1106
1634,12'h662,0.7188,1,0.1105
1635,12'h663,0.2188,1,0.1106
1636,12'h664,0.8438,1,0.1107
1637,12'h665,0.3750,1,0.1107
1638,12'h666,0.6250,1,0.1108
1639,12'h667,0.0938,1,0.1108
1640,12'h668,0.9375,1,0.1108
1641,12'h669,0.4062,1,0.1108
1642,12'h66A,0.6562,1,0.1107
1643,12'h66B,0.1562,1,0.1107
1644,12'h66C,0.7812,1,0.1108
1645,12'h66D,0.2812,1,0.1107
1646,12'h66E,0.5312,1,0.1109
1647,12'h66F,0.0312,1,0.1107
1648,12'h670,0.9375,1,0.1107
1649,12'h671,0.4688,1,0.1108
1650,12'h672,0.6875,1,0.1107
1651,12'h673,0.1875,1,0.1107
1652,12'h674,0.8125,1,0.1107
1653,12'h675,0.3125,1,0.1107
1654,12'h676,0.5625,1,0.1108
1655,12'h677,0.0625,1,0.1106
1656,12'h678,0.8750,1,0.1108
1657,12'h679,0.3750,1,0.1107
1658,12'h67A,0.6250,1,0.1106
1659,12'h67B,0.1250,1,0.1105
1660,12'h67C,0.7500,1,0.1107
1661,12'h67D,0.2812,1,0.1104
1662,12'h67E,0.5000,1,0.1105
1663,12'h67F,0.0000,0,0.1098
1664,12'h680,0.9688,1,0.1107
1665,12'h681,0.5000,1,0.1109
1666,12'h682,0.7188,1,0.1108
1667,12'h683,0.2500,1,0.1109
1668,12'h684,0.8750,1,0.1107
1669,12'h685,0.3750,1,0.1108
1670,12'h686,0.6250,1,0.1108
1671,12'h687,0.0938,1,0.1108
1672,12'h688,0.9375,1,0.1108
1673,12'h689,0.4062,1,0.1110
1674,12'h68A,0.6875,1,0.1108
1675,12'h68B,0.1875,1,0.1109
1676,12'h68C,0.8125,1,0.1107
1677,12'h68D,0.3125,1,0.1108
1678,12'h68E,0.5625,1,0.1106
1679,12'h68F,0.0625,1,0.1106
1680,12'h690,0.9688,1,0.1105
1681,12'h691,0.4688,1,0.1106
1682,12'h692,0.7188,1,0.1107
1683,12'h693,0.2188,1,0.1107
1684,12'h694,0.8438,1,0.1107
1685,12'h695,0.3438,1,0.1107
1686,12'h696,0.5938,1,0.1109
1687,12'h697,0.0938,1,0.1108
1688,12'h698,0.9062,1,0.1108
1689,12'h699,0.4062,1,0.1108
1690,12'h69A,0.6562,1,0.1108
1691,12'h69B,0.1562,1,0.1107
1692,12'h69C,0.7812,1,0.1108
1693,12'h69D,0.2812,1,0.1107
1694,12'h69E,0.5000,1,0.1109
1695,12'h69F,0.0312,1,0.1107
1696,12'h6A0,0.9688,1,0.1106
1697,12'h6A1,0.4688,1,0.1108
1698,12'h6A2,0.7188,1,0.1107
1699,12'h6A3,0.2500,1,0.1108
1700,12'h6A4,0.8438,1,0.1107
1701,12'h6A5,0.3750,1,0.1108
1702,12'h6A6,0.6250,1,0.1107
1703,12'h6A7,0.0938,1,0.1107
1704,12'h6A8,0.9375,1,0.1107
1705,12'h6A9,0.4062,1,0.1109
1706,12'h6AA,0.6875,1,0.1107
1707,12'h6AB,0.1875,1,0.1108
1708,12'h6AC,0.7812,1,0.1107
1709,12'h6AD,0.2812,1,0.1107
1710,12'h6AE,0.5312,1,0.1105
1711,12'h6AF,0.0312,1,0.1104
1712,12'h6B0,0.9375,1,0.1104
1713,12'h6B1,0.4688,1,0.1105
1714,12'h6B2,0.6875,1,0.1107
1715,12'h6B3,0.1875,1,0.1107
1716,12'h6B4,0.8125,1,0.1108
1717,12'h6B5,0.3438,1,0.1107
1718,12'h6B6,0.5625,1,0.1108
1719,12'h6B7,0.0625,1,0.1107
1720,12'h6B8,0.8750,1,0.1107
1721,12'h6B9,0.3750,1,0.1107
1722,12'h6BA,0.6250,1,0.1108
1723,12'h6BB,0.1250,1,0.1107
1724,12'h6BC,0.7500,1,0.1108
1725,12'h6BD,0.2812,1,0.1107
1726,12'h6BE,0.5000,1,0.1107
1727,12'h6BF,0.0000,0,0.1104
1728,12'h6C0,0.9688,1,0.1108
1729,12'h6C1,0.4688,1,0.1110
1730,12'h6C2,0.7188,1,0.1108
1731,12'h6C3,0.2500,1,0.1109
1732,12'h6C4,0.8750,1,0.1108
1733,12'h6C5,0.3750,1,0.1109
1734,12'h6C6,0.6250,1,0.1107
1735,12'h6C7,0.0938,1,0.1108
1736,12'h6C8,0.9375,1,0.1106
1737,12'h6C9,0.4062,1,0.1107
1738,12'h6CA,0.6875,1,0.1107
1739,12'h6CB,0.1875,1,0.1107
1740,12'h6CC,0.8125,1,0.1107
1741,12'h6CD,0.2812,1,0.1107
1742,12'h6CE,0.5625,1,0.1107
1743,12'h6CF,0.0625,1,0.1105
1744,12'h6D0,0.9375,1,0.1106
1745,12'h6D1,0.4688,1,0.1107
1746,12'h6D2,0.7188,1,0.1107
1747,12'h6D3,0.2188,1,0.1107
1748,12'h6D4,0.8438,1,0.1108
1749,12'h6D5,0.3438,1,0.1107
1750,12'h6D6,0.5625,1,0.1107
1751,12'h6D7,0.0625,1,0.1106
1752,12'h6D8,0.8750,1,0.1108
1753,12'h6D9,0.3750,1,0.1107
1754,12'h6DA,0.6250,1,0.1109
1755,12'h6DB,0.1562,1,0.1108
1756,12'h6DC,0.7500,1,0.1109
1757,12'h6DD,0.2812,1,0.1108
1758,12'h6DE,0.5000,1,0.1110
1759,12'h6DF,0.0000,0,0.1108
1760,12'h6E0,0.9688,1,0.1109
1761,12'h6E1,0.4688,1,0.1111
1762,12'h6E2,0.7188,1,0.1108
1763,12'h6E3,0.2188,1,0.1109
1764,12'h6E4,0.8438,1,0.1107
1765,12'h6E5,0.3438,1,0.1108
1766,12'h6E6,0.6250,1,0.1107
1767,12'h6E7,0.0938,1,0.1107
1768,12'h6E8,0.9062,1,0.1107
1769,12'h6E9,0.4062,1,0.1108
1770,12'h6EA,0.6562,1,0.1107
1771,12'h6EB,0.1562,1,0.1107
1772,12'h6EC,0.7812,1,0.1108
1773,12'h6ED,0.2812,1,0.1107
1774,12'h6EE,0.5312,1,0.1108
1775,12'h6EF,0.0312,1,0.1107
1776,12'h6F0,0.9375,1,0.1107
1777,12'h6F1,0.4375,1,0.1108
1778,12'h6F2,0.6875,1,0.1108
1779,12'h6F3,0.1875,1,0.1108
1780,12'h6F4,0.8125,1,0.1108
1781,12'h6F5,0.3125,1,0.1107
1782,12'h6F6,0.5625,1,0.1108
1783,12'h6F7,0.0625,1,0.1107
1784,12'h6F8,0.8750,1,0.1108
1785,12'h6F9,0.3750,1,0.1108
1786,12'h6FA,0.6250,1,0.1109
1787,12'h6FB,0.1250,1,0.1108
1788,12'h6FC,0.7500,1,0.1110
1789,12'h6FD,0.2500,1,0.1110
1790,12'h6FE,0.5000,1,0.1111
1791,12'h6FF,0.0000,0,0.1109
1792,12'h700,0.9688,1,0.1109
1793,12'h701,0.5000,1,0.1111
1794,12'h702,0.7500,1,0.1109
1795,12'h703,0.2500,1,0.1110
1796,12'h704,0.8750,1,0.1108
1797,12'h705,0.3750,1,0.1109
1798,12'h706,0.6250,1,0.1108
1799,12'h707,0.1250,1,0.1108
1800,12'h708,0.9375,1,0.1107
1801,12'h709,0.4062,1,0.1109
1802,12'h70A,0.6875,1,0.1107
1803,12'h70B,0.1875,1,0.1108
1804,12'h70C,0.8125,1,0.1107
1805,12'h70D,0.3125,1,0.1108
1806,12'h70E,0.5625,1,0.1108
1807,12'h70F,0.0625,1,0.1107
1808,12'h710,0.9688,1,0.1106
1809,12'h711,0.4688,1,0.1108
1810,12'h712,0.7188,1,0.1107
1811,12'h713,0.2188,1,0.1108
1812,12'h714,0.8438,1,0.1107
1813,12'h715,0.3438,1,0.1107
1814,12'h716,0.5938,1,0.1108
1815,12'h717,0.0938,1,0.1107
1816,12'h718,0.9062,1,0.1107
1817,12'h719,0.4062,1,0.1107
1818,12'h71A,0.6562,1,0.1108
1819,12'h71B,0.1562,1,0.1107
1820,12'h71C,0.7812,1,0.1109
1821,12'h71D,0.2812,1,0.1109
1822,12'h71E,0.5312,1,0.1110
1823,12'h71F,0.0312,1,0.1109
1824,12'h720,0.9688,1,0.1108
1825,12'h721,0.4688,1,0.1109
1826,12'h722,0.7188,1,0.1108
1827,12'h723,0.2500,1,0.1109
1828,12'h724,0.8438,1,0.1108
1829,12'h725,0.3750,1,0.1109
1830,12'h726,0.6250,1,0.1107
1831,12'h727,0.0938,1,0.1107
1832,12'h728,0.9375,1,0.1106
1833,12'h729,0.4062,1,0.1107
1834,12'h72A,0.6875,1,0.1107
1835,12'h72B,0.1875,1,0.1107
1836,12'h72C,0.7812,1,0.1107
1837,12'h72D,0.2812,1,0.1107
1838,12'h72E,0.5312,1,0.1107
1839,12'h72F,0.0312,1,0.1105
1840,12'h730,0.9375,1,0.1106
1841,12'h731,0.4688,1,0.1107
1842,12'h732,0.6875,1,0.1107
1843,12'h733,0.2188,1,0.1107
1844,12'h734,0.8438,1,0.1108
1845,12'h735,0.3438,1,0.1107
1846,12'h736,0.5625,1,0.1107
1847,12'h737,0.0625,1,0.1106
1848,12'h738,0.8750,1,0.1108
1849,12'h739,0.3750,1,0.1107
1850,12'h73A,0.6250,1,0.1110
1851,12'h73B,0.1250,1,0.1108
1852,12'h73C,0.7500,1,0.1109
1853,12'h73D,0.2812,1,0.1109
1854,12'h73E,0.5000,1,0.1110
1855,12'h73F,0.0000,0,0.1108
1856,12'h740,0.9688,1,0.1106
1857,12'h741,0.4688,1,0.1108
1858,12'h742,0.7188,1,0.1107
1859,12'h743,0.2500,1,0.1108
1860,12'h744,0.8750,1,0.1107
1861,12'h745,0.3750,1,0.1108
1862,12'h746,0.6250,1,0.1108
1863,12'h747,0.0938,1,0.1108
1864,12'h748,0.9375,1,0.1107
1865,12'h749,0.4062,1,0.1109
1866,12'h74A,0.6875,1,0.1107
1867,12'h74B,0.1875,1,0.1108
1868,12'h74C,0.8125,1,0.1107
1869,12'h74D,0.3125,1,0.1108
1870,12'h74E,0.5625,1,0.1105
1871,12'h74F,0.0625,1,0.1105
1872,12'h750,0.9688,1,0.1102
1873,12'h751,0.4688,1,0.1104
1874,12'h752,0.7188,1,0.1106
1875,12'h753,0.2188,1,0.1106
1876,12'h754,0.8438,1,0.1107
1877,12'h755,0.3438,1,0.1107
1878,12'h756,0.5938,1,0.1108
1879,12'h757,0.0625,1,0.1106
1880,12'h758,0.8750,1,0.1107
1881,12'h759,0.3750,1,0.1107
1882,12'h75A,0.6250,1,0.1108
1883,12'h75B,0.1562,1,0.1107
1884,12'h75C,0.7500,1,0.1108
1885,12'h75D,0.2812,1,0.1107
1886,12'h75E,0.5000,1,0.1107
1887,12'h75F,0.0000,0,0.1104
1888,12'h760,0.9688,1,0.1107
1889,12'h761,0.4688,1,0.1109
1890,12'h762,0.7188,1,0.1107
1891,12'h763,0.2188,1,0.1108
1892,12'h764,0.8438,1,0.1107
1893,12'h765,0.3750,1,0.1108
1894,12'h766,0.6250,1,0.1108
1895,12'h767,0.0938,1,0.1108
1896,12'h768,0.9062,1,0.1108
1897,12'h769,0.4062,1,0.1109
1898,12'h76A,0.6562,1,0.1107
1899,12'h76B,0.1562,1,0.1108
1900,12'h76C,0.7812,1,0.1107
1901,12'h76D,0.2812,1,0.1106
1902,12'h76E,0.5312,1,0.1106
1903,12'h76F,0.0312,1,0.1104
1904,12'h770,0.9375,1,0.1106
1905,12'h771,0.4375,1,0.1107
1906,12'h772,0.6875,1,0.1108
1907,12'h773,0.1875,1,0.1107
1908,12'h774,0.8125,1,0.1109
1909,12'h775,0.3125,1,0.1108
1910,12'h776,0.5625,1,0.1110
1911,12'h777,0.0625,1,0.1109
1912,12'h778,0.8750,1,0.1108
1913,12'h779,0.3750,1,0.1108
1914,12'h77A,0.6250,1,0.1108
1915,12'h77B,0.1250,1,0.1107
1916,12'h77C,0.7500,1,0.1109
1917,12'h77D,0.2500,1,0.1108
1918,12'h77E,0.5000,1,0.1110
1919,12'h77F,0.0000,0,0.1107
1920,12'h780,0.9688,1,0.1100
1921,12'h781,0.5000,1,0.1106
1922,12'h782,0.7188,1,0.1105
1923,12'h783,0.2500,1,0.1107
1924,12'h784,0.8750,1,0.1105
1925,12'h785,0.3750,1,0.1106
1926,12'h786,0.6250,1,0.1107
1927,12'h787,0.0938,1,0.1108
1928,12'h788,0.9375,1,0.1107
1929,12'h789,0.4062,1,0.1108
1930,12'h78A,0.6875,1,0.1107
1931,12'h78B,0.1875,1,0.1107
1932,12'h78C,0.8125,1,0.1107
1933,12'h78D,0.3125,1,0.1107
1934,12'h78E,0.5625,1,0.1108
1935,12'h78F,0.0625,1,0.1107
1936,12'h790,0.9688,1,0.1107
1937,12'h791,0.4688,1,0.1108
1938,12'h792,0.7188,1,0.1107
1939,12'h793,0.2188,1,0.1108
1940,12'h794,0.8438,1,0.1107
1941,12'h795,0.3438,1,0.1107
1942,12'h796,0.5938,1,0.1108
1943,12'h797,0.0625,1,0.1107
1944,12'h798,0.9062,1,0.1108
1945,12'h799,0.3750,1,0.1108
1946,12'h79A,0.6250,1,0.1106
1947,12'h79B,0.1562,1,0.1107
1948,12'h79C,0.7500,1,0.1106
1949,12'h79D,0.2812,1,0.1106
1950,12'h79E,0.5000,1,0.1105
1951,12'h79F,0.0312,1,0.1103
1952,12'h7A0,0.9688,1,0.1101
1953,12'h7A1,0.4688,1,0.1103
1954,12'h7A2,0.7188,1,0.1105
1955,12'h7A3,0.2188,1,0.1105
1956,12'h7A4,0.8438,1,0.1106
1957,12'h7A5,0.3750,1,0.1106
1958,12'h7A6,0.6250,1,0.1107
1959,12'h7A7,0.0938,1,0.1106
1960,12'h7A8,0.9375,1,0.1106
1961,12'h7A9,0.4062,1,0.1106
1962,12'h7AA,0.6875,1,0.1107
1963,12'h7AB,0.1875,1,0.1106
1964,12'h7AC,0.7812,1,0.1107
1965,12'h7AD,0.2812,1,0.1106
1966,12'h7AE,0.5312,1,0.1106
1967,12'h7AF,0.0312,1,0.1104
1968,12'h7B0,0.9375,1,0.1106
1969,12'h7B1,0.4688,1,0.1107
1970,12'h7B2,0.6875,1,0.1107
1971,12'h7B3,0.1875,1,0.1107
1972,12'h7B4,0.8125,1,0.1107
1973,12'h7B5,0.3438,1,0.1107
1974,12'h7B6,0.5625,1,0.1107
1975,12'h7B7,0.0625,1,0.1106
1976,12'h7B8,0.8750,1,0.1107
1977,12'h7B9,0.3750,1,0.1107
1978,12'h7BA,0.6250,1,0.1106
1979,12'h7BB,0.1250,1,0.1105
1980,12'h7BC,0.7500,1,0.1106
1981,12'h7BD,0.2812,1,0.1103
1982,12'h7BE,0.5000,1,0.1103
1983,12'h7BF,0.0000,0,0.1096
1984,12'h7C0,0.9688,1,0.1104
1985,12'h7C1,0.4688,1,0.1107
1986,12'h7C2,0.7188,1,0.1106
1987,12'h7C3,0.2500,1,0.1108
1988,12'h7C4,0.8750,1,0.1107
1989,12'h7C5,0.3750,1,0.1108
1990,12'h7C6,0.6250,1,0.1107
1991,12'h7C7,0.0938,1,0.1107
1992,12'h7C8,0.9375,1,0.1106
1993,12'h7C9,0.4062,1,0.1106
1994,12'h7CA,0.6875,1,0.1108
1995,12'h7CB,0.1875,1,0.1108
1996,12'h7CC,0.8125,1,0.1108
1997,12'h7CD,0.2812,1,0.1108
1998,12'h7CE,0.5625,1,0.1109
1999,12'h7CF,0.0625,1,0.1108
2000,12'h7D0,0.9375,1,0.1107
2001,12'h7D1,0.4688,1,0.1109
2002,12'h7D2,0.6875,1,0.1107
2003,12'h7D3,0.2188,1,0.1108
2004,12'h7D4,0.8438,1,0.1107
2005,12'h7D5,0.3438,1,0.1108
2006,12'h7D6,0.5625,1,0.1105
2007,12'h7D7,0.0625,1,0.1105
2008,12'h7D8,0.8750,1,0.1107
2009,12'h7D9,0.3750,1,0.1106
2010,12'h7DA,0.6250,1,0.1107
2011,12'h7DB,0.1562,1,0.1107
2012,12'h7DC,0.7500,1,0.1107
2013,12'h7DD,0.2812,1,0.1106
2014,12'h7DE,0.5000,1,0.1107
2015,12'h7DF,0.0000,0,0.1103
2016,12'h7E0,0.9688,1,0.1106
2017,12'h7E1,0.4688,1,0.1108
2018,12'h7E2,0.7188,1,0.1107
2019,12'h7E3,0.2188,1,0.1108
2020,12'h7E4,0.8438,1,0.1107
2021,12'h7E5,0.3438,1,0.1107
2022,12'h7E6,0.5938,1,0.1108
2023,12'h7E7,0.0938,1,0.1107
2024,12'h7E8,0.9062,1,0.1107
2025,12'h7E9,0.4062,1,0.1107
2026,12'h7EA,0.6562,1,0.1108
2027,12'h7EB,0.1562,1,0.1107
2028,12'h7EC,0.7812,1,0.1109
2029,12'h7ED,0.2812,1,0.1108
2030,12'h7EE,0.5312,1,0.1110
2031,12'h7EF,0.0312,1,0.1108
2032,12'h7F0,0.9375,1,0.1109
2033,12'h7F1,0.4375,1,0.1110
2034,12'h7F2,0.6875,1,0.1108
2035,12'h7F3,0.1875,1,0.1108
2036,12'h7F4,0.8125,1,0.1107
2037,12'h7F5,0.3125,1,0.1107
2038,12'h7F6,0.5625,1,0.1107
2039,12'h7F7,0.0625,1,0.1105
2040,12'h7F8,0.8750,1,0.1108
