Seed(Dec),Seed(Hex),Average Error,Absolute Highest Error,Correlation Score
2700,12'hA8C,0.7812,1,0.1306
2701,12'hA8D,0.2812,1,0.1306
2702,12'hA8E,0.5312,1,0.1307
2703,12'hA8F,0.0312,1,0.1306
2704,12'hA90,0.9375,1,0.1306
2705,12'hA91,0.4375,1,0.1307
2706,12'hA92,0.6875,1,0.1306
2707,12'hA93,0.1875,1,0.1306
2708,12'hA94,0.8125,1,0.1305
2709,12'hA95,0.3125,1,0.1306
2710,12'hA96,0.5625,1,0.1305
2711,12'hA97,0.0625,1,0.1305
2712,12'hA98,0.8750,1,0.1305
2713,12'hA99,0.3750,1,0.1305
2714,12'hA9A,0.6250,1,0.1305
2715,12'hA9B,0.1250,1,0.1305
2716,12'hA9C,0.7500,1,0.1305
2717,12'hA9D,0.2500,1,0.1305
2718,12'hA9E,0.5000,1,0.1306
2719,12'hA9F,0.0000,0,0.1303
2720,12'hAA0,0.9688,1,0.1303
2721,12'hAA1,0.4688,1,0.1305
2722,12'hAA2,0.7188,1,0.1305
2723,12'hAA3,0.2188,1,0.1305
2724,12'hAA4,0.8438,1,0.1305
2725,12'hAA5,0.3438,1,0.1305
2726,12'hAA6,0.5938,1,0.1305
2727,12'hAA7,0.0938,1,0.1304
2728,12'hAA8,0.9062,1,0.1304
2729,12'hAA9,0.4062,1,0.1304
2730,12'hAAA,0.6562,1,0.1306
2731,12'hAAB,0.1562,1,0.1305
2732,12'hAAC,0.7812,1,0.1306
2733,12'hAAD,0.2812,1,0.1305
2734,12'hAAE,0.5312,1,0.1307
2735,12'hAAF,0.0312,1,0.1306
2736,12'hAB0,0.9375,1,0.1305
2737,12'hAB1,0.4375,1,0.1307
2738,12'hAB2,0.6875,1,0.1305
2739,12'hAB3,0.1875,1,0.1306
2740,12'hAB4,0.8125,1,0.1305
2741,12'hAB5,0.3125,1,0.1306
2742,12'hAB6,0.5625,1,0.1304
2743,12'hAB7,0.0625,1,0.1304
2744,12'hAB8,0.8750,1,0.1305
2745,12'hAB9,0.3750,1,0.1305
2746,12'hABA,0.6250,1,0.1305
2747,12'hABB,0.1250,1,0.1305
2748,12'hABC,0.7500,1,0.1305
2749,12'hABD,0.2500,1,0.1305
2750,12'hABE,0.5000,1,0.1305
2751,12'hABF,0.0000,0,0.1302
2752,12'hAC0,0.9688,1,0.1303
2753,12'hAC1,0.4688,1,0.1306
2754,12'hAC2,0.7188,1,0.1306
2755,12'hAC3,0.2188,1,0.1305
2756,12'hAC4,0.8438,1,0.1306
2757,12'hAC5,0.3438,1,0.1305
2758,12'hAC6,0.5938,1,0.1307
2759,12'hAC7,0.0938,1,0.1305
2760,12'hAC8,0.9062,1,0.1305
2761,12'hAC9,0.4062,1,0.1305
2762,12'hACA,0.6562,1,0.1306
2763,12'hACB,0.1562,1,0.1305
2764,12'hACC,0.7812,1,0.1306
2765,12'hACD,0.2812,1,0.1306
2766,12'hACE,0.5312,1,0.1306
2767,12'hACF,0.0312,1,0.1305
2768,12'hAD0,0.9375,1,0.1305
2769,12'hAD1,0.4375,1,0.1306
2770,12'hAD2,0.6875,1,0.1305
2771,12'hAD3,0.1875,1,0.1306
2772,12'hAD4,0.8125,1,0.1305
2773,12'hAD5,0.3125,1,0.1306
2774,12'hAD6,0.5625,1,0.1305
2775,12'hAD7,0.0625,1,0.1305
2776,12'hAD8,0.8750,1,0.1305
2777,12'hAD9,0.3750,1,0.1306
2778,12'hADA,0.6250,1,0.1305
2779,12'hADB,0.1250,1,0.1305
2780,12'hADC,0.7500,1,0.1306
2781,12'hADD,0.2500,1,0.1305
2782,12'hADE,0.5000,1,0.1304
2783,12'hADF,0.0000,0,0.1302
2784,12'hAE0,0.9688,1,0.1302
2785,12'hAE1,0.4688,1,0.1304
2786,12'hAE2,0.7188,1,0.1305
2787,12'hAE3,0.2188,1,0.1305
2788,12'hAE4,0.8438,1,0.1305
2789,12'hAE5,0.3438,1,0.1305
2790,12'hAE6,0.5938,1,0.1306
2791,12'hAE7,0.0938,1,0.1306
2792,12'hAE8,0.9062,1,0.1305
2793,12'hAE9,0.4062,1,0.1306
2794,12'hAEA,0.6562,1,0.1305
2795,12'hAEB,0.1562,1,0.1305
2796,12'hAEC,0.7812,1,0.1306
2797,12'hAED,0.2812,1,0.1305
2798,12'hAEE,0.5312,1,0.1306
2799,12'hAEF,0.0312,1,0.1305
2800,12'hAF0,0.9375,1,0.1305
2801,12'hAF1,0.4375,1,0.1306
2802,12'hAF2,0.6875,1,0.1305
2803,12'hAF3,0.1875,1,0.1305
2804,12'hAF4,0.8125,1,0.1305
2805,12'hAF5,0.3125,1,0.1305
2806,12'hAF6,0.5625,1,0.1305
2807,12'hAF7,0.0625,1,0.1305
2808,12'hAF8,0.8750,1,0.1306
2809,12'hAF9,0.3750,1,0.1306
2810,12'hAFA,0.6250,1,0.1305
2811,12'hAFB,0.1250,1,0.1305
2812,12'hAFC,0.7500,1,0.1305
2813,12'hAFD,0.2500,1,0.1305
2814,12'hAFE,0.5000,1,0.1304
2815,12'hAFF,0.0000,0,0.1301
2816,12'hB00,0.9688,1,0.1301
2817,12'hB01,0.4688,1,0.1305
2818,12'hB02,0.7188,1,0.1305
2819,12'hB03,0.2188,1,0.1305
2820,12'hB04,0.8438,1,0.1306
2821,12'hB05,0.3438,1,0.1305
2822,12'hB06,0.5938,1,0.1306
2823,12'hB07,0.0938,1,0.1306
2824,12'hB08,0.9062,1,0.1305
2825,12'hB09,0.4062,1,0.1305
2826,12'hB0A,0.6562,1,0.1305
2827,12'hB0B,0.1562,1,0.1305
2828,12'hB0C,0.7812,1,0.1306
2829,12'hB0D,0.2812,1,0.1305
2830,12'hB0E,0.5312,1,0.1306
2831,12'hB0F,0.0312,1,0.1305
2832,12'hB10,0.9375,1,0.1305
2833,12'hB11,0.4375,1,0.1306
2834,12'hB12,0.6875,1,0.1305
2835,12'hB13,0.1875,1,0.1305
2836,12'hB14,0.8125,1,0.1305
2837,12'hB15,0.3125,1,0.1305
2838,12'hB16,0.5625,1,0.1305
2839,12'hB17,0.0625,1,0.1305
2840,12'hB18,0.8750,1,0.1306
2841,12'hB19,0.3750,1,0.1306
2842,12'hB1A,0.6250,1,0.1305
2843,12'hB1B,0.1250,1,0.1305
2844,12'hB1C,0.7500,1,0.1305
2845,12'hB1D,0.2500,1,0.1305
2846,12'hB1E,0.5000,1,0.1304
2847,12'hB1F,0.0000,0,0.1302
2848,12'hB20,0.9688,1,0.1304
2849,12'hB21,0.4688,1,0.1306
2850,12'hB22,0.7188,1,0.1306
2851,12'hB23,0.2188,1,0.1306
2852,12'hB24,0.8438,1,0.1305
2853,12'hB25,0.3438,1,0.1305
2854,12'hB26,0.5938,1,0.1306
2855,12'hB27,0.0938,1,0.1305
2856,12'hB28,0.9062,1,0.1305
2857,12'hB29,0.4062,1,0.1305
2858,12'hB2A,0.6562,1,0.1306
2859,12'hB2B,0.1562,1,0.1305
2860,12'hB2C,0.7812,1,0.1306
2861,12'hB2D,0.2812,1,0.1306
2862,12'hB2E,0.5312,1,0.1306
2863,12'hB2F,0.0312,1,0.1305
2864,12'hB30,0.9375,1,0.1304
2865,12'hB31,0.4375,1,0.1306
2866,12'hB32,0.6875,1,0.1305
2867,12'hB33,0.1875,1,0.1306
2868,12'hB34,0.8125,1,0.1305
2869,12'hB35,0.3125,1,0.1305
2870,12'hB36,0.5625,1,0.1305
2871,12'hB37,0.0625,1,0.1305
2872,12'hB38,0.8750,1,0.1305
2873,12'hB39,0.3750,1,0.1306
2874,12'hB3A,0.6250,1,0.1305
2875,12'hB3B,0.1250,1,0.1305
2876,12'hB3C,0.7500,1,0.1305
2877,12'hB3D,0.2500,1,0.1305
2878,12'hB3E,0.5000,1,0.1304
2879,12'hB3F,0.0000,0,0.1301
2880,12'hB40,0.9688,1,0.1302
2881,12'hB41,0.4688,1,0.1305
2882,12'hB42,0.7188,1,0.1305
2883,12'hB43,0.2188,1,0.1305
2884,12'hB44,0.8438,1,0.1305
2885,12'hB45,0.3438,1,0.1305
2886,12'hB46,0.5938,1,0.1305
2887,12'hB47,0.0938,1,0.1304
2888,12'hB48,0.9062,1,0.1304
2889,12'hB49,0.4062,1,0.1304
2890,12'hB4A,0.6562,1,0.1306
2891,12'hB4B,0.1562,1,0.1305
2892,12'hB4C,0.7812,1,0.1306
2893,12'hB4D,0.2812,1,0.1305
2894,12'hB4E,0.5312,1,0.1307
2895,12'hB4F,0.0312,1,0.1305
2896,12'hB50,0.9375,1,0.1305
2897,12'hB51,0.4375,1,0.1307
2898,12'hB52,0.6875,1,0.1305
2899,12'hB53,0.1875,1,0.1306
2900,12'hB54,0.8125,1,0.1305
2901,12'hB55,0.3125,1,0.1306
2902,12'hB56,0.5625,1,0.1304
2903,12'hB57,0.0625,1,0.1304
2904,12'hB58,0.8750,1,0.1305
2905,12'hB59,0.3750,1,0.1305
2906,12'hB5A,0.6250,1,0.1305
2907,12'hB5B,0.1250,1,0.1305
2908,12'hB5C,0.7500,1,0.1305
2909,12'hB5D,0.2500,1,0.1305
2910,12'hB5E,0.5000,1,0.1305
2911,12'hB5F,0.0000,0,0.1303
2912,12'hB60,0.9688,1,0.1304
2913,12'hB61,0.4688,1,0.1306
2914,12'hB62,0.7188,1,0.1305
2915,12'hB63,0.2188,1,0.1305
2916,12'hB64,0.8438,1,0.1305
2917,12'hB65,0.3438,1,0.1305
2918,12'hB66,0.5938,1,0.1305
2919,12'hB67,0.0938,1,0.1305
2920,12'hB68,0.9062,1,0.1305
2921,12'hB69,0.4062,1,0.1305
2922,12'hB6A,0.6562,1,0.1306
2923,12'hB6B,0.1562,1,0.1305
2924,12'hB6C,0.7812,1,0.1307
2925,12'hB6D,0.2812,1,0.1306
2926,12'hB6E,0.5312,1,0.1307
2927,12'hB6F,0.0312,1,0.1306
2928,12'hB70,0.9375,1,0.1306
2929,12'hB71,0.4375,1,0.1307
2930,12'hB72,0.6875,1,0.1306
2931,12'hB73,0.1875,1,0.1306
2932,12'hB74,0.8125,1,0.1305
2933,12'hB75,0.3125,1,0.1305
2934,12'hB76,0.5625,1,0.1305
2935,12'hB77,0.0625,1,0.1304
2936,12'hB78,0.8750,1,0.1305
2937,12'hB79,0.3750,1,0.1305
2938,12'hB7A,0.6250,1,0.1305
2939,12'hB7B,0.1250,1,0.1305
2940,12'hB7C,0.7500,1,0.1305
2941,12'hB7D,0.2500,1,0.1304
2942,12'hB7E,0.5000,1,0.1306
2943,12'hB7F,0.0000,0,0.1302
2944,12'hB80,0.9688,1,0.1307
2945,12'hB81,0.4688,1,0.1308
2946,12'hB82,0.7188,1,0.1306
2947,12'hB83,0.2188,1,0.1307
2948,12'hB84,0.8438,1,0.1306
2949,12'hB85,0.3438,1,0.1306
2950,12'hB86,0.5938,1,0.1305
2951,12'hB87,0.0938,1,0.1306
2952,12'hB88,0.9062,1,0.1305
2953,12'hB89,0.4062,1,0.1306
2954,12'hB8A,0.6562,1,0.1305
2955,12'hB8B,0.1562,1,0.1305
2956,12'hB8C,0.7812,1,0.1305
2957,12'hB8D,0.2812,1,0.1305
2958,12'hB8E,0.5312,1,0.1306
2959,12'hB8F,0.0312,1,0.1305
2960,12'hB90,0.9375,1,0.1304
2961,12'hB91,0.4375,1,0.1306
2962,12'hB92,0.6875,1,0.1305
2963,12'hB93,0.1875,1,0.1305
2964,12'hB94,0.8125,1,0.1305
2965,12'hB95,0.3125,1,0.1305
2966,12'hB96,0.5625,1,0.1306
2967,12'hB97,0.0625,1,0.1305
2968,12'hB98,0.8750,1,0.1305
2969,12'hB99,0.3750,1,0.1305
2970,12'hB9A,0.6250,1,0.1306
2971,12'hB9B,0.1250,1,0.1305
2972,12'hB9C,0.7500,1,0.1307
2973,12'hB9D,0.2500,1,0.1306
2974,12'hB9E,0.5000,1,0.1308
2975,12'hB9F,0.0000,0,0.1306
2976,12'hBA0,0.9688,1,0.1305
2977,12'hBA1,0.4688,1,0.1307
2978,12'hBA2,0.7188,1,0.1306
2979,12'hBA3,0.2188,1,0.1306
2980,12'hBA4,0.8438,1,0.1305
2981,12'hBA5,0.3438,1,0.1306
2982,12'hBA6,0.5938,1,0.1304
2983,12'hBA7,0.0938,1,0.1305
2984,12'hBA8,0.9062,1,0.1305
2985,12'hBA9,0.4062,1,0.1305
2986,12'hBAA,0.6562,1,0.1305
2987,12'hBAB,0.1562,1,0.1305
2988,12'hBAC,0.7812,1,0.1305
2989,12'hBAD,0.2812,1,0.1305
2990,12'hBAE,0.5312,1,0.1305
2991,12'hBAF,0.0312,1,0.1304
2992,12'hBB0,0.9375,1,0.1304
2993,12'hBB1,0.4375,1,0.1305
2994,12'hBB2,0.6875,1,0.1305
2995,12'hBB3,0.1875,1,0.1305
2996,12'hBB4,0.8125,1,0.1305
2997,12'hBB5,0.3125,1,0.1305
2998,12'hBB6,0.5625,1,0.1305
2999,12'hBB7,0.0625,1,0.1304
3000,12'hBB8,0.8750,1,0.1305
3001,12'hBB9,0.3750,1,0.1305
3002,12'hBBA,0.6250,1,0.1307
3003,12'hBBB,0.1250,1,0.1306
3004,12'hBBC,0.7500,1,0.1307
3005,12'hBBD,0.2500,1,0.1306
3006,12'hBBE,0.5000,1,0.1308
3007,12'hBBF,0.0000,0,0.1306
3008,12'hBC0,0.9688,1,0.1304
3009,12'hBC1,0.4688,1,0.1306
3010,12'hBC2,0.7188,1,0.1305
3011,12'hBC3,0.2188,1,0.1306
3012,12'hBC4,0.8438,1,0.1305
3013,12'hBC5,0.3438,1,0.1306
3014,12'hBC6,0.5938,1,0.1305
3015,12'hBC7,0.0938,1,0.1305
3016,12'hBC8,0.9062,1,0.1305
3017,12'hBC9,0.4062,1,0.1306
3018,12'hBCA,0.6562,1,0.1305
3019,12'hBCB,0.1562,1,0.1306
3020,12'hBCC,0.7812,1,0.1305
3021,12'hBCD,0.2812,1,0.1305
3022,12'hBCE,0.5312,1,0.1304
3023,12'hBCF,0.0312,1,0.1303
3024,12'hBD0,0.9375,1,0.1303
3025,12'hBD1,0.4375,1,0.1305
3026,12'hBD2,0.6875,1,0.1305
3027,12'hBD3,0.1875,1,0.1305
3028,12'hBD4,0.8125,1,0.1305
3029,12'hBD5,0.3125,1,0.1305
3030,12'hBD6,0.5625,1,0.1306
3031,12'hBD7,0.0625,1,0.1305
3032,12'hBD8,0.8750,1,0.1305
3033,12'hBD9,0.3750,1,0.1305
3034,12'hBDA,0.6250,1,0.1306
3035,12'hBDB,0.1250,1,0.1305
3036,12'hBDC,0.7500,1,0.1306
3037,12'hBDD,0.2500,1,0.1306
3038,12'hBDE,0.5000,1,0.1306
3039,12'hBDF,0.0000,0,0.1305
3040,12'hBE0,0.9688,1,0.1304
3041,12'hBE1,0.4688,1,0.1306
3042,12'hBE2,0.7188,1,0.1305
3043,12'hBE3,0.2188,1,0.1306
3044,12'hBE4,0.8438,1,0.1305
3045,12'hBE5,0.3438,1,0.1305
3046,12'hBE6,0.5938,1,0.1305
3047,12'hBE7,0.0938,1,0.1305
3048,12'hBE8,0.9062,1,0.1305
3049,12'hBE9,0.4062,1,0.1306
3050,12'hBEA,0.6562,1,0.1305
3051,12'hBEB,0.1562,1,0.1305
3052,12'hBEC,0.7812,1,0.1305
3053,12'hBED,0.2812,1,0.1305
3054,12'hBEE,0.5312,1,0.1304
3055,12'hBEF,0.0312,1,0.1303
3056,12'hBF0,0.9375,1,0.1304
3057,12'hBF1,0.4375,1,0.1305
3058,12'hBF2,0.6875,1,0.1306
3059,12'hBF3,0.1875,1,0.1305
3060,12'hBF4,0.8125,1,0.1306
3061,12'hBF5,0.3125,1,0.1305
3062,12'hBF6,0.5625,1,0.1307
3063,12'hBF7,0.0625,1,0.1306
3064,12'hBF8,0.8750,1,0.1306
3065,12'hBF9,0.3750,1,0.1306
3066,12'hBFA,0.6250,1,0.1306
3067,12'hBFB,0.1250,1,0.1305
3068,12'hBFC,0.7500,1,0.1306
3069,12'hBFD,0.2500,1,0.1306
3070,12'hBFE,0.5000,1,0.1307
3071,12'hBFF,0.0000,0,0.1305
3072,12'hC00,0.9688,1,0.1306
3073,12'hC01,0.4688,1,0.1307
3074,12'hC02,0.7188,1,0.1306
3075,12'hC03,0.2188,1,0.1307
3076,12'hC04,0.8438,1,0.1306
3077,12'hC05,0.3438,1,0.1307
3078,12'hC06,0.5938,1,0.1305
3079,12'hC07,0.0938,1,0.1305
3080,12'hC08,0.9062,1,0.1305
3081,12'hC09,0.4062,1,0.1306
3082,12'hC0A,0.6562,1,0.1305
3083,12'hC0B,0.1562,1,0.1305
3084,12'hC0C,0.7812,1,0.1305
3085,12'hC0D,0.2812,1,0.1305
3086,12'hC0E,0.5312,1,0.1305
3087,12'hC0F,0.0312,1,0.1304
3088,12'hC10,0.9375,1,0.1304
3089,12'hC11,0.4375,1,0.1305
3090,12'hC12,0.6875,1,0.1305
3091,12'hC13,0.1875,1,0.1305
3092,12'hC14,0.8125,1,0.1305
3093,12'hC15,0.3125,1,0.1305
3094,12'hC16,0.5625,1,0.1305
3095,12'hC17,0.0625,1,0.1304
3096,12'hC18,0.8750,1,0.1305
3097,12'hC19,0.3750,1,0.1305
3098,12'hC1A,0.6250,1,0.1306
3099,12'hC1B,0.1250,1,0.1305
3100,12'hC1C,0.7500,1,0.1306
3101,12'hC1D,0.2500,1,0.1306
3102,12'hC1E,0.5000,1,0.1307
3103,12'hC1F,0.0000,0,0.1305
3104,12'hC20,0.9688,1,0.1306
3105,12'hC21,0.4688,1,0.1308
3106,12'hC22,0.7188,1,0.1306
3107,12'hC23,0.2188,1,0.1307
3108,12'hC24,0.8438,1,0.1305
3109,12'hC25,0.3438,1,0.1306
3110,12'hC26,0.5938,1,0.1305
3111,12'hC27,0.0938,1,0.1305
3112,12'hC28,0.9062,1,0.1305
3113,12'hC29,0.4062,1,0.1306
3114,12'hC2A,0.6562,1,0.1305
3115,12'hC2B,0.1562,1,0.1305
3116,12'hC2C,0.7812,1,0.1305
3117,12'hC2D,0.2812,1,0.1305
3118,12'hC2E,0.5312,1,0.1306
3119,12'hC2F,0.0312,1,0.1305
3120,12'hC30,0.9375,1,0.1304
3121,12'hC31,0.4375,1,0.1305
3122,12'hC32,0.6875,1,0.1305
3123,12'hC33,0.1875,1,0.1305
3124,12'hC34,0.8125,1,0.1305
3125,12'hC35,0.3125,1,0.1305
3126,12'hC36,0.5625,1,0.1306
3127,12'hC37,0.0625,1,0.1305
3128,12'hC38,0.8750,1,0.1305
3129,12'hC39,0.3750,1,0.1305
3130,12'hC3A,0.6250,1,0.1306
3131,12'hC3B,0.1250,1,0.1305
3132,12'hC3C,0.7500,1,0.1307
3133,12'hC3D,0.2500,1,0.1306
3134,12'hC3E,0.5000,1,0.1308
3135,12'hC3F,0.0000,0,0.1306
3136,12'hC40,0.9688,1,0.1305
3137,12'hC41,0.4688,1,0.1307
3138,12'hC42,0.7188,1,0.1306
3139,12'hC43,0.2188,1,0.1306
3140,12'hC44,0.8438,1,0.1305
3141,12'hC45,0.3438,1,0.1306
3142,12'hC46,0.5938,1,0.1306
3143,12'hC47,0.0938,1,0.1306
3144,12'hC48,0.9062,1,0.1306
3145,12'hC49,0.4062,1,0.1307
3146,12'hC4A,0.6562,1,0.1305
3147,12'hC4B,0.1562,1,0.1306
3148,12'hC4C,0.7812,1,0.1305
3149,12'hC4D,0.2812,1,0.1305
3150,12'hC4E,0.5312,1,0.1304
3151,12'hC4F,0.0312,1,0.1304
3152,12'hC50,0.9375,1,0.1303
3153,12'hC51,0.4375,1,0.1304
3154,12'hC52,0.6875,1,0.1305
3155,12'hC53,0.1875,1,0.1305
3156,12'hC54,0.8125,1,0.1306
3157,12'hC55,0.3125,1,0.1305
3158,12'hC56,0.5625,1,0.1307
3159,12'hC57,0.0625,1,0.1306
3160,12'hC58,0.8750,1,0.1305
3161,12'hC59,0.3750,1,0.1306
3162,12'hC5A,0.6250,1,0.1305
3163,12'hC5B,0.1250,1,0.1305
3164,12'hC5C,0.7500,1,0.1306
3165,12'hC5D,0.2500,1,0.1305
3166,12'hC5E,0.5000,1,0.1307
3167,12'hC5F,0.0000,0,0.1305
3168,12'hC60,0.9688,1,0.1304
3169,12'hC61,0.4688,1,0.1306
3170,12'hC62,0.7188,1,0.1305
3171,12'hC63,0.2188,1,0.1306
3172,12'hC64,0.8438,1,0.1305
3173,12'hC65,0.3438,1,0.1306
3174,12'hC66,0.5938,1,0.1305
3175,12'hC67,0.0938,1,0.1305
3176,12'hC68,0.9062,1,0.1305
3177,12'hC69,0.4062,1,0.1306
3178,12'hC6A,0.6562,1,0.1305
3179,12'hC6B,0.1562,1,0.1305
3180,12'hC6C,0.7812,1,0.1305
3181,12'hC6D,0.2812,1,0.1305
3182,12'hC6E,0.5312,1,0.1304
3183,12'hC6F,0.0312,1,0.1302
3184,12'hC70,0.9375,1,0.1304
3185,12'hC71,0.4375,1,0.1304
3186,12'hC72,0.6875,1,0.1305
3187,12'hC73,0.1875,1,0.1305
3188,12'hC74,0.8125,1,0.1306
3189,12'hC75,0.3125,1,0.1305
3190,12'hC76,0.5625,1,0.1306
3191,12'hC77,0.0625,1,0.1305
3192,12'hC78,0.8750,1,0.1305
3193,12'hC79,0.3750,1,0.1305
3194,12'hC7A,0.6250,1,0.1306
3195,12'hC7B,0.1250,1,0.1305
3196,12'hC7C,0.7500,1,0.1306
3197,12'hC7D,0.2500,1,0.1306
3198,12'hC7E,0.5000,1,0.1306
3199,12'hC7F,0.0000,0,0.1305
3200,12'hC80,0.9688,1,0.1304
3201,12'hC81,0.4688,1,0.1306
3202,12'hC82,0.7188,1,0.1306
3203,12'hC83,0.2188,1,0.1306
3204,12'hC84,0.8438,1,0.1306
3205,12'hC85,0.3438,1,0.1305
3206,12'hC86,0.5938,1,0.1307
3207,12'hC87,0.0938,1,0.1305
3208,12'hC88,0.9062,1,0.1305
3209,12'hC89,0.4062,1,0.1305
3210,12'hC8A,0.6562,1,0.1306
3211,12'hC8B,0.1562,1,0.1305
3212,12'hC8C,0.7812,1,0.1306
3213,12'hC8D,0.2812,1,0.1305
3214,12'hC8E,0.5312,1,0.1306
3215,12'hC8F,0.0312,1,0.1304
3216,12'hC90,0.9375,1,0.1305
3217,12'hC91,0.4375,1,0.1306
3218,12'hC92,0.6875,1,0.1305
3219,12'hC93,0.1875,1,0.1306
3220,12'hC94,0.8125,1,0.1305
3221,12'hC95,0.3125,1,0.1306
3222,12'hC96,0.5625,1,0.1305
3223,12'hC97,0.0625,1,0.1305
3224,12'hC98,0.8750,1,0.1305
3225,12'hC99,0.3750,1,0.1306
3226,12'hC9A,0.6250,1,0.1305
3227,12'hC9B,0.1250,1,0.1305
3228,12'hC9C,0.7500,1,0.1305
3229,12'hC9D,0.2500,1,0.1305
3230,12'hC9E,0.5000,1,0.1304
3231,12'hC9F,0.0000,0,0.1302
3232,12'hCA0,0.9688,1,0.1302
3233,12'hCA1,0.4688,1,0.1304
3234,12'hCA2,0.7188,1,0.1305
3235,12'hCA3,0.2188,1,0.1305
3236,12'hCA4,0.8438,1,0.1305
3237,12'hCA5,0.3438,1,0.1305
3238,12'hCA6,0.5938,1,0.1306
3239,12'hCA7,0.0938,1,0.1306
3240,12'hCA8,0.9062,1,0.1305
3241,12'hCA9,0.4062,1,0.1305
3242,12'hCAA,0.6562,1,0.1305
3243,12'hCAB,0.1562,1,0.1305
3244,12'hCAC,0.7812,1,0.1305
3245,12'hCAD,0.2812,1,0.1305
3246,12'hCAE,0.5312,1,0.1306
3247,12'hCAF,0.0312,1,0.1305
3248,12'hCB0,0.9375,1,0.1305
3249,12'hCB1,0.4375,1,0.1306
3250,12'hCB2,0.6875,1,0.1305
3251,12'hCB3,0.1875,1,0.1305
3252,12'hCB4,0.8125,1,0.1305
3253,12'hCB5,0.3125,1,0.1305
3254,12'hCB6,0.5625,1,0.1305
3255,12'hCB7,0.0625,1,0.1305
3256,12'hCB8,0.8750,1,0.1306
3257,12'hCB9,0.3750,1,0.1306
3258,12'hCBA,0.6250,1,0.1305
3259,12'hCBB,0.1250,1,0.1305
3260,12'hCBC,0.7500,1,0.1305
3261,12'hCBD,0.2500,1,0.1305
3262,12'hCBE,0.5000,1,0.1304
3263,12'hCBF,0.0000,0,0.1301
3264,12'hCC0,0.9688,1,0.1302
3265,12'hCC1,0.4688,1,0.1306
3266,12'hCC2,0.7188,1,0.1305
3267,12'hCC3,0.2188,1,0.1306
3268,12'hCC4,0.8438,1,0.1305
3269,12'hCC5,0.3438,1,0.1305
3270,12'hCC6,0.5938,1,0.1305
3271,12'hCC7,0.0938,1,0.1305
3272,12'hCC8,0.9062,1,0.1304
3273,12'hCC9,0.4062,1,0.1304
3274,12'hCCA,0.6562,1,0.1305
3275,12'hCCB,0.1562,1,0.1305
3276,12'hCCC,0.7812,1,0.1306
3277,12'hCCD,0.2812,1,0.1306
3278,12'hCCE,0.5312,1,0.1307
3279,12'hCCF,0.0312,1,0.1306
3280,12'hCD0,0.9375,1,0.1306
3281,12'hCD1,0.4375,1,0.1307
3282,12'hCD2,0.6875,1,0.1306
3283,12'hCD3,0.1875,1,0.1306
3284,12'hCD4,0.8125,1,0.1305
3285,12'hCD5,0.3125,1,0.1306
3286,12'hCD6,0.5625,1,0.1305
3287,12'hCD7,0.0625,1,0.1305
3288,12'hCD8,0.8750,1,0.1305
3289,12'hCD9,0.3750,1,0.1305
3290,12'hCDA,0.6250,1,0.1305
3291,12'hCDB,0.1250,1,0.1305
3292,12'hCDC,0.7500,1,0.1305
3293,12'hCDD,0.2500,1,0.1304
3294,12'hCDE,0.5000,1,0.1306
3295,12'hCDF,0.0000,0,0.1303
3296,12'hCE0,0.9688,1,0.1303
3297,12'hCE1,0.4688,1,0.1305
3298,12'hCE2,0.7188,1,0.1305
3299,12'hCE3,0.2188,1,0.1305
3300,12'hCE4,0.8438,1,0.1305
3301,12'hCE5,0.3438,1,0.1305
3302,12'hCE6,0.5938,1,0.1305
3303,12'hCE7,0.0938,1,0.1304
3304,12'hCE8,0.9062,1,0.1305
3305,12'hCE9,0.4062,1,0.1305
3306,12'hCEA,0.6562,1,0.1306
3307,12'hCEB,0.1562,1,0.1305
3308,12'hCEC,0.7812,1,0.1306
3309,12'hCED,0.2812,1,0.1305
3310,12'hCEE,0.5312,1,0.1307
3311,12'hCEF,0.0312,1,0.1306
3312,12'hCF0,0.9375,1,0.1305
3313,12'hCF1,0.4375,1,0.1307
3314,12'hCF2,0.6875,1,0.1305
3315,12'hCF3,0.1875,1,0.1306
3316,12'hCF4,0.8125,1,0.1305
3317,12'hCF5,0.3125,1,0.1306
3318,12'hCF6,0.5625,1,0.1304
3319,12'hCF7,0.0625,1,0.1304
3320,12'hCF8,0.8750,1,0.1305
3321,12'hCF9,0.3750,1,0.1305
3322,12'hCFA,0.6250,1,0.1305
3323,12'hCFB,0.1250,1,0.1305
3324,12'hCFC,0.7500,1,0.1306
3325,12'hCFD,0.2500,1,0.1305
3326,12'hCFE,0.5000,1,0.1306
3327,12'hCFF,0.0000,0,0.1302
3328,12'hD00,0.9688,1,0.1301
3329,12'hD01,0.4688,1,0.1306
3330,12'hD02,0.7188,1,0.1305
3331,12'hD03,0.2188,1,0.1306
3332,12'hD04,0.8438,1,0.1305
3333,12'hD05,0.3438,1,0.1305
3334,12'hD06,0.5938,1,0.1305
3335,12'hD07,0.0938,1,0.1305
3336,12'hD08,0.9062,1,0.1304
3337,12'hD09,0.4062,1,0.1304
3338,12'hD0A,0.6562,1,0.1306
3339,12'hD0B,0.1562,1,0.1305
3340,12'hD0C,0.7812,1,0.1306
3341,12'hD0D,0.2812,1,0.1305
3342,12'hD0E,0.5312,1,0.1306
3343,12'hD0F,0.0312,1,0.1305
3344,12'hD10,0.9375,1,0.1306
